phn	cls	pi
N-sta-EH	XXX	979
N-sta-ER	XXX	980
N-sta-AO	XXX	981
N-sta-AE	XXX	982
N-sta-AH	XXX	983
N-sta-AA	XXX	984
N-sta-EY	XXX	985
N-sta-OW	XXX	986
N-sta-OY	XXX	987
N-sta-AY	XXX	988
N-sta-AW	XXX	989
NG-sta-sta	XXX	990
NG-sta-stp	XXX	991
NG-sta-sil	XXX	992
NG-sta-spn	XXX	993
NG-sta-P	XXX	994
NG-sta-T	XXX	995
NG-sta-K	XXX	996
NG-sta-B	XXX	997
NG-sta-D	XXX	998
NG-sta-G	XXX	999
NG-sta-CH	XXX	1000
NG-sta-JH	XXX	1001
NG-sta-F	XXX	1002
NG-sta-S	XXX	1003
NG-sta-TH	XXX	1004
NG-sta-SH	XXX	1005
NG-sta-HH	XXX	1006
NG-sta-V	XXX	1007
NG-sta-Z	XXX	1008
NG-sta-DH	XXX	1009
NG-sta-ZH	XXX	1010
NG-sta-M	XXX	1011
NG-sta-N	XXX	1012
NG-sta-NG	XXX	1013
NG-sta-L	XXX	1014
NG-sta-R	XXX	1015
NG-sta-Y	XXX	1016
NG-sta-W	XXX	1017
NG-sta-IY	XXX	1018
NG-sta-IH	XXX	1019
NG-sta-UW	XXX	1020
NG-sta-UH	XXX	1021
NG-sta-EH	XXX	1022
NG-sta-ER	XXX	1023
NG-sta-AO	XXX	1024
NG-sta-AE	XXX	1025
NG-sta-AH	XXX	1026
NG-sta-AA	XXX	1027
NG-sta-EY	XXX	1028
NG-sta-OW	XXX	1029
NG-sta-OY	XXX	1030
NG-sta-AY	XXX	1031
NG-sta-AW	XXX	1032
L-sta-sta	XXX	1033
L-sta-stp	XXX	1034
L-sta-sil	XXX	1035
L-sta-spn	XXX	1036
L-sta-P	XXX	1037
L-sta-T	XXX	1038
L-sta-K	XXX	1039
L-sta-B	XXX	1040
L-sta-D	XXX	1041
L-sta-G	XXX	1042
L-sta-CH	XXX	1043
L-sta-JH	XXX	1044
L-sta-F	XXX	1045
L-sta-S	XXX	1046
L-sta-TH	XXX	1047
L-sta-SH	XXX	1048
L-sta-HH	XXX	1049
L-sta-V	XXX	1050
L-sta-Z	XXX	1051
L-sta-DH	XXX	1052
L-sta-ZH	XXX	1053
L-sta-M	XXX	1054
L-sta-N	XXX	1055
L-sta-NG	XXX	1056
L-sta-L	XXX	1057
L-sta-R	XXX	1058
L-sta-Y	XXX	1059
L-sta-W	XXX	1060
L-sta-IY	XXX	1061
L-sta-IH	XXX	1062
L-sta-UW	XXX	1063
L-sta-UH	XXX	1064
L-sta-EH	XXX	1065
L-sta-ER	XXX	1066
L-sta-AO	XXX	1067
L-sta-AE	XXX	1068
L-sta-AH	XXX	1069
L-sta-AA	XXX	1070
L-sta-EY	XXX	1071
L-sta-OW	XXX	1072
L-sta-OY	XXX	1073
L-sta-AY	XXX	1074
L-sta-AW	XXX	1075
R-sta-sta	XXX	1076
R-sta-stp	XXX	1077
R-sta-sil	XXX	1078
R-sta-spn	XXX	1079
R-sta-P	XXX	1080
R-sta-T	XXX	1081
R-sta-K	XXX	1082
R-sta-B	XXX	1083
R-sta-D	XXX	1084
R-sta-G	XXX	1085
R-sta-CH	XXX	1086
R-sta-JH	XXX	1087
R-sta-F	XXX	1088
R-sta-S	XXX	1089
R-sta-TH	XXX	1090
R-sta-SH	XXX	1091
R-sta-HH	XXX	1092
R-sta-V	XXX	1093
R-sta-Z	XXX	1094
R-sta-DH	XXX	1095
R-sta-ZH	XXX	1096
R-sta-M	XXX	1097
R-sta-N	XXX	1098
R-sta-NG	XXX	1099
R-sta-L	XXX	1100
R-sta-R	XXX	1101
R-sta-Y	XXX	1102
R-sta-W	XXX	1103
R-sta-IY	XXX	1104
R-sta-IH	XXX	1105
R-sta-UW	XXX	1106
R-sta-UH	XXX	1107
R-sta-EH	XXX	1108
R-sta-ER	XXX	1109
R-sta-AO	XXX	1110
R-sta-AE	XXX	1111
R-sta-AH	XXX	1112
R-sta-AA	XXX	1113
R-sta-EY	XXX	1114
R-sta-OW	XXX	1115
R-sta-OY	XXX	1116
R-sta-AY	XXX	1117
R-sta-AW	XXX	1118
Y-sta-sta	XXX	1119
Y-sta-stp	XXX	1120
Y-sta-sil	XXX	1121
Y-sta-spn	XXX	1122
Y-sta-P	XXX	1123
Y-sta-T	XXX	1124
Y-sta-K	XXX	1125
Y-sta-B	XXX	1126
Y-sta-D	XXX	1127
Y-sta-G	XXX	1128
Y-sta-CH	XXX	1129
Y-sta-JH	XXX	1130
Y-sta-F	XXX	1131
Y-sta-S	XXX	1132
Y-sta-TH	XXX	1133
Y-sta-SH	XXX	1134
Y-sta-HH	XXX	1135
Y-sta-V	XXX	1136
Y-sta-Z	XXX	1137
Y-sta-DH	XXX	1138
Y-sta-ZH	XXX	1139
Y-sta-M	XXX	1140
Y-sta-N	XXX	1141
Y-sta-NG	XXX	1142
Y-sta-L	XXX	1143
Y-sta-R	XXX	1144
Y-sta-Y	XXX	1145
Y-sta-W	XXX	1146
Y-sta-IY	XXX	1147
Y-sta-IH	XXX	1148
Y-sta-UW	XXX	1149
Y-sta-UH	XXX	1150
Y-sta-EH	XXX	1151
Y-sta-ER	XXX	1152
Y-sta-AO	XXX	1153
Y-sta-AE	XXX	1154
Y-sta-AH	XXX	1155
Y-sta-AA	XXX	1156
Y-sta-EY	XXX	1157
Y-sta-OW	XXX	1158
Y-sta-OY	XXX	1159
Y-sta-AY	XXX	1160
Y-sta-AW	XXX	1161
W-sta-sta	XXX	1162
W-sta-stp	XXX	1163
W-sta-sil	XXX	1164
W-sta-spn	XXX	1165
W-sta-P	XXX	1166
W-sta-T	XXX	1167
W-sta-K	XXX	1168
W-sta-B	XXX	1169
W-sta-D	XXX	1170
W-sta-G	XXX	1171
W-sta-CH	XXX	1172
W-sta-JH	XXX	1173
W-sta-F	XXX	1174
W-sta-S	XXX	1175
W-sta-TH	XXX	1176
W-sta-SH	XXX	1177
W-sta-HH	XXX	1178
W-sta-V	XXX	1179
W-sta-Z	XXX	1180
W-sta-DH	XXX	1181
W-sta-ZH	XXX	1182
W-sta-M	XXX	1183
W-sta-N	XXX	1184
W-sta-NG	XXX	1185
W-sta-L	XXX	1186
W-sta-R	XXX	1187
W-sta-Y	XXX	1188
W-sta-W	XXX	1189
W-sta-IY	XXX	1190
W-sta-IH	XXX	1191
W-sta-UW	XXX	1192
W-sta-UH	XXX	1193
W-sta-EH	XXX	1194
W-sta-ER	XXX	1195
W-sta-AO	XXX	1196
W-sta-AE	XXX	1197
W-sta-AH	XXX	1198
W-sta-AA	XXX	1199
W-sta-EY	XXX	1200
W-sta-OW	XXX	1201
W-sta-OY	XXX	1202
W-sta-AY	XXX	1203
W-sta-AW	XXX	1204
IY-sta-sta	XXX	1205
IY-sta-stp	XXX	1206
IY-sta-sil	XXX	1207
IY-sta-spn	XXX	1208
IY-sta-P	XXX	1209
IY-sta-T	XXX	1210
IY-sta-K	XXX	1211
IY-sta-B	XXX	1212
IY-sta-D	XXX	1213
IY-sta-G	XXX	1214
IY-sta-CH	XXX	1215
IY-sta-JH	XXX	1216
IY-sta-F	XXX	1217
IY-sta-S	XXX	1218
IY-sta-TH	XXX	1219
IY-sta-SH	XXX	1220
IY-sta-HH	XXX	1221
IY-sta-V	XXX	1222
IY-sta-Z	XXX	1223
IY-sta-DH	XXX	1224
IY-sta-ZH	XXX	1225
IY-sta-M	XXX	1226
IY-sta-N	XXX	1227
IY-sta-NG	XXX	1228
IY-sta-L	XXX	1229
IY-sta-R	XXX	1230
IY-sta-Y	XXX	1231
IY-sta-W	XXX	1232
IY-sta-IY	XXX	1233
IY-sta-IH	XXX	1234
IY-sta-UW	XXX	1235
IY-sta-UH	XXX	1236
IY-sta-EH	XXX	1237
IY-sta-ER	XXX	1238
IY-sta-AO	XXX	1239
IY-sta-AE	XXX	1240
IY-sta-AH	XXX	1241
IY-sta-AA	XXX	1242
IY-sta-EY	XXX	1243
IY-sta-OW	XXX	1244
IY-sta-OY	XXX	1245
IY-sta-AY	XXX	1246
IY-sta-AW	XXX	1247
IH-sta-sta	XXX	1248
IH-sta-stp	XXX	1249
IH-sta-sil	XXX	1250
IH-sta-spn	XXX	1251
IH-sta-P	XXX	1252
IH-sta-T	XXX	1253
IH-sta-K	XXX	1254
IH-sta-B	XXX	1255
IH-sta-D	XXX	1256
IH-sta-G	XXX	1257
IH-sta-CH	XXX	1258
IH-sta-JH	XXX	1259
IH-sta-F	XXX	1260
IH-sta-S	XXX	1261
IH-sta-TH	XXX	1262
IH-sta-SH	XXX	1263
IH-sta-HH	XXX	1264
IH-sta-V	XXX	1265
IH-sta-Z	XXX	1266
IH-sta-DH	XXX	1267
IH-sta-ZH	XXX	1268
IH-sta-M	XXX	1269
IH-sta-N	XXX	1270
IH-sta-NG	XXX	1271
IH-sta-L	XXX	1272
IH-sta-R	XXX	1273
IH-sta-Y	XXX	1274
IH-sta-W	XXX	1275
IH-sta-IY	XXX	1276
IH-sta-IH	XXX	1277
IH-sta-UW	XXX	1278
IH-sta-UH	XXX	1279
IH-sta-EH	XXX	1280
IH-sta-ER	XXX	1281
IH-sta-AO	XXX	1282
IH-sta-AE	XXX	1283
IH-sta-AH	XXX	1284
IH-sta-AA	XXX	1285
IH-sta-EY	XXX	1286
IH-sta-OW	XXX	1287
IH-sta-OY	XXX	1288
IH-sta-AY	XXX	1289
IH-sta-AW	XXX	1290
UW-sta-sta	XXX	1291
UW-sta-stp	XXX	1292
UW-sta-sil	XXX	1293
UW-sta-spn	XXX	1294
UW-sta-P	XXX	1295
UW-sta-T	XXX	1296
UW-sta-K	XXX	1297
UW-sta-B	XXX	1298
UW-sta-D	XXX	1299
UW-sta-G	XXX	1300
UW-sta-CH	XXX	1301
UW-sta-JH	XXX	1302
UW-sta-F	XXX	1303
UW-sta-S	XXX	1304
UW-sta-TH	XXX	1305
UW-sta-SH	XXX	1306
UW-sta-HH	XXX	1307
UW-sta-V	XXX	1308
UW-sta-Z	XXX	1309
UW-sta-DH	XXX	1310
UW-sta-ZH	XXX	1311
UW-sta-M	XXX	1312
UW-sta-N	XXX	1313
UW-sta-NG	XXX	1314
UW-sta-L	XXX	1315
UW-sta-R	XXX	1316
UW-sta-Y	XXX	1317
UW-sta-W	XXX	1318
UW-sta-IY	XXX	1319
UW-sta-IH	XXX	1320
UW-sta-UW	XXX	1321
UW-sta-UH	XXX	1322
UW-sta-EH	XXX	1323
UW-sta-ER	XXX	1324
UW-sta-AO	XXX	1325
UW-sta-AE	XXX	1326
UW-sta-AH	XXX	1327
UW-sta-AA	XXX	1328
UW-sta-EY	XXX	1329
UW-sta-OW	XXX	1330
UW-sta-OY	XXX	1331
UW-sta-AY	XXX	1332
UW-sta-AW	XXX	1333
UH-sta-sta	XXX	1334
UH-sta-stp	XXX	1335
UH-sta-sil	XXX	1336
UH-sta-spn	XXX	1337
UH-sta-P	XXX	1338
UH-sta-T	XXX	1339
UH-sta-K	XXX	1340
UH-sta-B	XXX	1341
UH-sta-D	XXX	1342
UH-sta-G	XXX	1343
UH-sta-CH	XXX	1344
UH-sta-JH	XXX	1345
UH-sta-F	XXX	1346
UH-sta-S	XXX	1347
UH-sta-TH	XXX	1348
UH-sta-SH	XXX	1349
UH-sta-HH	XXX	1350
UH-sta-V	XXX	1351
UH-sta-Z	XXX	1352
UH-sta-DH	XXX	1353
UH-sta-ZH	XXX	1354
UH-sta-M	XXX	1355
UH-sta-N	XXX	1356
UH-sta-NG	XXX	1357
UH-sta-L	XXX	1358
UH-sta-R	XXX	1359
UH-sta-Y	XXX	1360
UH-sta-W	XXX	1361
UH-sta-IY	XXX	1362
UH-sta-IH	XXX	1363
UH-sta-UW	XXX	1364
UH-sta-UH	XXX	1365
UH-sta-EH	XXX	1366
UH-sta-ER	XXX	1367
UH-sta-AO	XXX	1368
UH-sta-AE	XXX	1369
UH-sta-AH	XXX	1370
UH-sta-AA	XXX	1371
UH-sta-EY	XXX	1372
UH-sta-OW	XXX	1373
UH-sta-OY	XXX	1374
UH-sta-AY	XXX	1375
UH-sta-AW	XXX	1376
EH-sta-sta	XXX	1377
EH-sta-stp	XXX	1378
EH-sta-sil	XXX	1379
EH-sta-spn	XXX	1380
EH-sta-P	XXX	1381
EH-sta-T	XXX	1382
EH-sta-K	XXX	1383
EH-sta-B	XXX	1384
EH-sta-D	XXX	1385
EH-sta-G	XXX	1386
EH-sta-CH	XXX	1387
EH-sta-JH	XXX	1388
EH-sta-F	XXX	1389
EH-sta-S	XXX	1390
EH-sta-TH	XXX	1391
EH-sta-SH	XXX	1392
EH-sta-HH	XXX	1393
EH-sta-V	XXX	1394
EH-sta-Z	XXX	1395
EH-sta-DH	XXX	1396
EH-sta-ZH	XXX	1397
EH-sta-M	XXX	1398
EH-sta-N	XXX	1399
EH-sta-NG	XXX	1400
EH-sta-L	XXX	1401
EH-sta-R	XXX	1402
EH-sta-Y	XXX	1403
EH-sta-W	XXX	1404
EH-sta-IY	XXX	1405
EH-sta-IH	XXX	1406
EH-sta-UW	XXX	1407
EH-sta-UH	XXX	1408
EH-sta-EH	XXX	1409
EH-sta-ER	XXX	1410
EH-sta-AO	XXX	1411
EH-sta-AE	XXX	1412
EH-sta-AH	XXX	1413
EH-sta-AA	XXX	1414
EH-sta-EY	XXX	1415
EH-sta-OW	XXX	1416
EH-sta-OY	XXX	1417
EH-sta-AY	XXX	1418
EH-sta-AW	XXX	1419
ER-sta-sta	XXX	1420
ER-sta-stp	XXX	1421
ER-sta-sil	XXX	1422
ER-sta-spn	XXX	1423
ER-sta-P	XXX	1424
ER-sta-T	XXX	1425
ER-sta-K	XXX	1426
ER-sta-B	XXX	1427
ER-sta-D	XXX	1428
ER-sta-G	XXX	1429
ER-sta-CH	XXX	1430
ER-sta-JH	XXX	1431
ER-sta-F	XXX	1432
ER-sta-S	XXX	1433
ER-sta-TH	XXX	1434
ER-sta-SH	XXX	1435
ER-sta-HH	XXX	1436
ER-sta-V	XXX	1437
ER-sta-Z	XXX	1438
ER-sta-DH	XXX	1439
ER-sta-ZH	XXX	1440
ER-sta-M	XXX	1441
ER-sta-N	XXX	1442
ER-sta-NG	XXX	1443
ER-sta-L	XXX	1444
ER-sta-R	XXX	1445
ER-sta-Y	XXX	1446
ER-sta-W	XXX	1447
ER-sta-IY	XXX	1448
ER-sta-IH	XXX	1449
ER-sta-UW	XXX	1450
ER-sta-UH	XXX	1451
ER-sta-EH	XXX	1452
ER-sta-ER	XXX	1453
ER-sta-AO	XXX	1454
ER-sta-AE	XXX	1455
ER-sta-AH	XXX	1456
ER-sta-AA	XXX	1457
ER-sta-EY	XXX	1458
ER-sta-OW	XXX	1459
ER-sta-OY	XXX	1460
ER-sta-AY	XXX	1461
ER-sta-AW	XXX	1462
AO-sta-sta	XXX	1463
AO-sta-stp	XXX	1464
AO-sta-sil	XXX	1465
AO-sta-spn	XXX	1466
AO-sta-P	XXX	1467
AO-sta-T	XXX	1468
AO-sta-K	XXX	1469
AO-sta-B	XXX	1470
AO-sta-D	XXX	1471
AO-sta-G	XXX	1472
AO-sta-CH	XXX	1473
AO-sta-JH	XXX	1474
AO-sta-F	XXX	1475
AO-sta-S	XXX	1476
AO-sta-TH	XXX	1477
AO-sta-SH	XXX	1478
AO-sta-HH	XXX	1479
AO-sta-V	XXX	1480
AO-sta-Z	XXX	1481
AO-sta-DH	XXX	1482
AO-sta-ZH	XXX	1483
AO-sta-M	XXX	1484
AO-sta-N	XXX	1485
AO-sta-NG	XXX	1486
AO-sta-L	XXX	1487
AO-sta-R	XXX	1488
AO-sta-Y	XXX	1489
AO-sta-W	XXX	1490
AO-sta-IY	XXX	1491
AO-sta-IH	XXX	1492
AO-sta-UW	XXX	1493
AO-sta-UH	XXX	1494
AO-sta-EH	XXX	1495
AO-sta-ER	XXX	1496
AO-sta-AO	XXX	1497
AO-sta-AE	XXX	1498
AO-sta-AH	XXX	1499
AO-sta-AA	XXX	1500
AO-sta-EY	XXX	1501
AO-sta-OW	XXX	1502
AO-sta-OY	XXX	1503
AO-sta-AY	XXX	1504
AO-sta-AW	XXX	1505
AE-sta-sta	XXX	1506
AE-sta-stp	XXX	1507
AE-sta-sil	XXX	1508
AE-sta-spn	XXX	1509
AE-sta-P	XXX	1510
AE-sta-T	XXX	1511
AE-sta-K	XXX	1512
AE-sta-B	XXX	1513
AE-sta-D	XXX	1514
AE-sta-G	XXX	1515
AE-sta-CH	XXX	1516
AE-sta-JH	XXX	1517
AE-sta-F	XXX	1518
AE-sta-S	XXX	1519
AE-sta-TH	XXX	1520
AE-sta-SH	XXX	1521
AE-sta-HH	XXX	1522
AE-sta-V	XXX	1523
AE-sta-Z	XXX	1524
AE-sta-DH	XXX	1525
AE-sta-ZH	XXX	1526
AE-sta-M	XXX	1527
AE-sta-N	XXX	1528
AE-sta-NG	XXX	1529
AE-sta-L	XXX	1530
AE-sta-R	XXX	1531
AE-sta-Y	XXX	1532
AE-sta-W	XXX	1533
AE-sta-IY	XXX	1534
AE-sta-IH	XXX	1535
AE-sta-UW	XXX	1536
AE-sta-UH	XXX	1537
AE-sta-EH	XXX	1538
AE-sta-ER	XXX	1539
AE-sta-AO	XXX	1540
AE-sta-AE	XXX	1541
AE-sta-AH	XXX	1542
AE-sta-AA	XXX	1543
AE-sta-EY	XXX	1544
AE-sta-OW	XXX	1545
AE-sta-OY	XXX	1546
AE-sta-AY	XXX	1547
AE-sta-AW	XXX	1548
AH-sta-sta	XXX	1549
AH-sta-stp	XXX	1550
AH-sta-sil	XXX	1551
AH-sta-spn	XXX	1552
AH-sta-P	XXX	1553
AH-sta-T	XXX	1554
AH-sta-K	XXX	1555
AH-sta-B	XXX	1556
AH-sta-D	XXX	1557
AH-sta-G	XXX	1558
AH-sta-CH	XXX	1559
AH-sta-JH	XXX	1560
AH-sta-F	XXX	1561
AH-sta-S	XXX	1562
AH-sta-TH	XXX	1563
AH-sta-SH	XXX	1564
AH-sta-HH	XXX	1565
AH-sta-V	XXX	1566
AH-sta-Z	XXX	1567
AH-sta-DH	XXX	1568
AH-sta-ZH	XXX	1569
AH-sta-M	XXX	1570
AH-sta-N	XXX	1571
AH-sta-NG	XXX	1572
AH-sta-L	XXX	1573
AH-sta-R	XXX	1574
AH-sta-Y	XXX	1575
AH-sta-W	XXX	1576
AH-sta-IY	XXX	1577
AH-sta-IH	XXX	1578
AH-sta-UW	XXX	1579
AH-sta-UH	XXX	1580
AH-sta-EH	XXX	1581
AH-sta-ER	XXX	1582
AH-sta-AO	XXX	1583
AH-sta-AE	XXX	1584
AH-sta-AH	XXX	1585
AH-sta-AA	XXX	1586
AH-sta-EY	XXX	1587
AH-sta-OW	XXX	1588
AH-sta-OY	XXX	1589
AH-sta-AY	XXX	1590
AH-sta-AW	XXX	1591
AA-sta-sta	XXX	1592
AA-sta-stp	XXX	1593
AA-sta-sil	XXX	1594
AA-sta-spn	XXX	1595
AA-sta-P	XXX	1596
AA-sta-T	XXX	1597
AA-sta-K	XXX	1598
AA-sta-B	XXX	1599
AA-sta-D	XXX	1600
AA-sta-G	XXX	1601
AA-sta-CH	XXX	1602
AA-sta-JH	XXX	1603
AA-sta-F	XXX	1604
AA-sta-S	XXX	1605
AA-sta-TH	XXX	1606
AA-sta-SH	XXX	1607
AA-sta-HH	XXX	1608
AA-sta-V	XXX	1609
AA-sta-Z	XXX	1610
AA-sta-DH	XXX	1611
AA-sta-ZH	XXX	1612
AA-sta-M	XXX	1613
AA-sta-N	XXX	1614
AA-sta-NG	XXX	1615
AA-sta-L	XXX	1616
AA-sta-R	XXX	1617
AA-sta-Y	XXX	1618
AA-sta-W	XXX	1619
AA-sta-IY	XXX	1620
AA-sta-IH	XXX	1621
AA-sta-UW	XXX	1622
AA-sta-UH	XXX	1623
AA-sta-EH	XXX	1624
AA-sta-ER	XXX	1625
AA-sta-AO	XXX	1626
AA-sta-AE	XXX	1627
AA-sta-AH	XXX	1628
AA-sta-AA	XXX	1629
AA-sta-EY	XXX	1630
AA-sta-OW	XXX	1631
AA-sta-OY	XXX	1632
AA-sta-AY	XXX	1633
AA-sta-AW	XXX	1634
EY-sta-sta	XXX	1635
EY-sta-stp	XXX	1636
EY-sta-sil	XXX	1637
EY-sta-spn	XXX	1638
EY-sta-P	XXX	1639
EY-sta-T	XXX	1640
EY-sta-K	XXX	1641
EY-sta-B	XXX	1642
EY-sta-D	XXX	1643
EY-sta-G	XXX	1644
EY-sta-CH	XXX	1645
EY-sta-JH	XXX	1646
EY-sta-F	XXX	1647
EY-sta-S	XXX	1648
EY-sta-TH	XXX	1649
EY-sta-SH	XXX	1650
EY-sta-HH	XXX	1651
EY-sta-V	XXX	1652
EY-sta-Z	XXX	1653
EY-sta-DH	XXX	1654
EY-sta-ZH	XXX	1655
EY-sta-M	XXX	1656
EY-sta-N	XXX	1657
EY-sta-NG	XXX	1658
EY-sta-L	XXX	1659
EY-sta-R	XXX	1660
EY-sta-Y	XXX	1661
EY-sta-W	XXX	1662
EY-sta-IY	XXX	1663
EY-sta-IH	XXX	1664
EY-sta-UW	XXX	1665
EY-sta-UH	XXX	1666
EY-sta-EH	XXX	1667
EY-sta-ER	XXX	1668
EY-sta-AO	XXX	1669
EY-sta-AE	XXX	1670
EY-sta-AH	XXX	1671
EY-sta-AA	XXX	1672
EY-sta-EY	XXX	1673
EY-sta-OW	XXX	1674
EY-sta-OY	XXX	1675
EY-sta-AY	XXX	1676
EY-sta-AW	XXX	1677
OW-sta-sta	XXX	1678
OW-sta-stp	XXX	1679
OW-sta-sil	XXX	1680
OW-sta-spn	XXX	1681
OW-sta-P	XXX	1682
OW-sta-T	XXX	1683
OW-sta-K	XXX	1684
OW-sta-B	XXX	1685
OW-sta-D	XXX	1686
OW-sta-G	XXX	1687
OW-sta-CH	XXX	1688
OW-sta-JH	XXX	1689
OW-sta-F	XXX	1690
OW-sta-S	XXX	1691
OW-sta-TH	XXX	1692
OW-sta-SH	XXX	1693
OW-sta-HH	XXX	1694
OW-sta-V	XXX	1695
OW-sta-Z	XXX	1696
OW-sta-DH	XXX	1697
OW-sta-ZH	XXX	1698
OW-sta-M	XXX	1699
OW-sta-N	XXX	1700
OW-sta-NG	XXX	1701
OW-sta-L	XXX	1702
OW-sta-R	XXX	1703
OW-sta-Y	XXX	1704
OW-sta-W	XXX	1705
OW-sta-IY	XXX	1706
OW-sta-IH	XXX	1707
OW-sta-UW	XXX	1708
OW-sta-UH	XXX	1709
OW-sta-EH	XXX	1710
OW-sta-ER	XXX	1711
OW-sta-AO	XXX	1712
OW-sta-AE	XXX	1713
OW-sta-AH	XXX	1714
OW-sta-AA	XXX	1715
OW-sta-EY	XXX	1716
OW-sta-OW	XXX	1717
OW-sta-OY	XXX	1718
OW-sta-AY	XXX	1719
OW-sta-AW	XXX	1720
OY-sta-sta	XXX	1721
OY-sta-stp	XXX	1722
OY-sta-sil	XXX	1723
OY-sta-spn	XXX	1724
OY-sta-P	XXX	1725
OY-sta-T	XXX	1726
OY-sta-K	XXX	1727
OY-sta-B	XXX	1728
OY-sta-D	XXX	1729
OY-sta-G	XXX	1730
OY-sta-CH	XXX	1731
OY-sta-JH	XXX	1732
OY-sta-F	XXX	1733
OY-sta-S	XXX	1734
OY-sta-TH	XXX	1735
OY-sta-SH	XXX	1736
OY-sta-HH	XXX	1737
OY-sta-V	XXX	1738
OY-sta-Z	XXX	1739
OY-sta-DH	XXX	1740
OY-sta-ZH	XXX	1741
OY-sta-M	XXX	1742
OY-sta-N	XXX	1743
OY-sta-NG	XXX	1744
OY-sta-L	XXX	1745
OY-sta-R	XXX	1746
OY-sta-Y	XXX	1747
OY-sta-W	XXX	1748
OY-sta-IY	XXX	1749
OY-sta-IH	XXX	1750
OY-sta-UW	XXX	1751
OY-sta-UH	XXX	1752
OY-sta-EH	XXX	1753
OY-sta-ER	XXX	1754
OY-sta-AO	XXX	1755
OY-sta-AE	XXX	1756
OY-sta-AH	XXX	1757
OY-sta-AA	XXX	1758
OY-sta-EY	XXX	1759
OY-sta-OW	XXX	1760
OY-sta-OY	XXX	1761
OY-sta-AY	XXX	1762
OY-sta-AW	XXX	1763
AY-sta-sta	XXX	1764
AY-sta-stp	XXX	1765
AY-sta-sil	XXX	1766
AY-sta-spn	XXX	1767
AY-sta-P	XXX	1768
AY-sta-T	XXX	1769
AY-sta-K	XXX	1770
AY-sta-B	XXX	1771
AY-sta-D	XXX	1772
AY-sta-G	XXX	1773
AY-sta-CH	XXX	1774
AY-sta-JH	XXX	1775
AY-sta-F	XXX	1776
AY-sta-S	XXX	1777
AY-sta-TH	XXX	1778
AY-sta-SH	XXX	1779
AY-sta-HH	XXX	1780
AY-sta-V	XXX	1781
AY-sta-Z	XXX	1782
AY-sta-DH	XXX	1783
AY-sta-ZH	XXX	1784
AY-sta-M	XXX	1785
AY-sta-N	XXX	1786
AY-sta-NG	XXX	1787
AY-sta-L	XXX	1788
AY-sta-R	XXX	1789
AY-sta-Y	XXX	1790
AY-sta-W	XXX	1791
AY-sta-IY	XXX	1792
AY-sta-IH	XXX	1793
AY-sta-UW	XXX	1794
AY-sta-UH	XXX	1795
AY-sta-EH	XXX	1796
AY-sta-ER	XXX	1797
AY-sta-AO	XXX	1798
AY-sta-AE	XXX	1799
AY-sta-AH	XXX	1800
AY-sta-AA	XXX	1801
AY-sta-EY	XXX	1802
AY-sta-OW	XXX	1803
AY-sta-OY	XXX	1804
AY-sta-AY	XXX	1805
AY-sta-AW	XXX	1806
AW-sta-sta	XXX	1807
AW-sta-stp	XXX	1808
AW-sta-sil	XXX	1809
AW-sta-spn	XXX	1810
AW-sta-P	XXX	1811
AW-sta-T	XXX	1812
AW-sta-K	XXX	1813
AW-sta-B	XXX	1814
AW-sta-D	XXX	1815
AW-sta-G	XXX	1816
AW-sta-CH	XXX	1817
AW-sta-JH	XXX	1818
AW-sta-F	XXX	1819
AW-sta-S	XXX	1820
AW-sta-TH	XXX	1821
AW-sta-SH	XXX	1822
AW-sta-HH	XXX	1823
AW-sta-V	XXX	1824
AW-sta-Z	XXX	1825
AW-sta-DH	XXX	1826
AW-sta-ZH	XXX	1827
AW-sta-M	XXX	1828
AW-sta-N	XXX	1829
AW-sta-NG	XXX	1830
AW-sta-L	XXX	1831
AW-sta-R	XXX	1832
AW-sta-Y	XXX	1833
AW-sta-W	XXX	1834
AW-sta-IY	XXX	1835
AW-sta-IH	XXX	1836
AW-sta-UW	XXX	1837
AW-sta-UH	XXX	1838
AW-sta-EH	XXX	1839
AW-sta-ER	XXX	1840
AW-sta-AO	XXX	1841
AW-sta-AE	XXX	1842
AW-sta-AH	XXX	1843
AW-sta-AA	XXX	1844
AW-sta-EY	XXX	1845
AW-sta-OW	XXX	1846
AW-sta-OY	XXX	1847
AW-sta-AY	XXX	1848
AW-sta-AW	XXX	1849
sta-stp-sta	XXX	1850
sta-stp-stp	XXX	1851
sta-stp-sil	XXX	1852
sta-stp-spn	XXX	1853
sta-stp-P	XXX	1854
sta-stp-T	XXX	1855
sta-stp-K	XXX	1856
sta-stp-B	XXX	1857
sta-stp-D	XXX	1858
sta-stp-G	XXX	1859
sta-stp-CH	XXX	1860
sta-stp-JH	XXX	1861
sta-stp-F	XXX	1862
sta-stp-S	XXX	1863
sta-stp-TH	XXX	1864
sta-stp-SH	XXX	1865
sta-stp-HH	XXX	1866
sta-stp-V	XXX	1867
sta-stp-Z	XXX	1868
sta-stp-DH	XXX	1869
sta-stp-ZH	XXX	1870
sta-stp-M	XXX	1871
sta-stp-N	XXX	1872
sta-stp-NG	XXX	1873
sta-stp-L	XXX	1874
sta-stp-R	XXX	1875
sta-stp-Y	XXX	1876
sta-stp-W	XXX	1877
sta-stp-IY	XXX	1878
sta-stp-IH	XXX	1879
