phn	cls	pi
T-NG-JH	NAS	42754
T-NG-F	NAS	42755
T-NG-S	NAS	42756
T-NG-TH	NAS	42757
T-NG-SH	NAS	42758
T-NG-HH	NAS	42759
T-NG-V	NAS	42760
T-NG-Z	NAS	42761
T-NG-DH	NAS	42762
T-NG-ZH	NAS	42763
T-NG-M	NAS	42764
T-NG-N	NAS	42765
T-NG-NG	NAS	42766
T-NG-L	NAS	42767
T-NG-R	NAS	42768
T-NG-Y	NAS	42769
T-NG-W	NAS	42770
T-NG-IY	NAS	42771
T-NG-IH	NAS	42772
T-NG-UW	NAS	42773
T-NG-UH	NAS	42774
T-NG-EH	NAS	42775
T-NG-ER	NAS	42776
T-NG-AO	NAS	42777
T-NG-AE	NAS	42778
T-NG-AH	NAS	42779
T-NG-AA	NAS	42780
T-NG-EY	NAS	42781
T-NG-OW	NAS	42782
T-NG-OY	NAS	42783
T-NG-AY	NAS	42784
T-NG-AW	NAS	42785
K-NG-sta	NAS	42786
K-NG-stp	NAS	42787
K-NG-sil	NAS	42788
K-NG-spn	NAS	42789
K-NG-P	NAS	42790
K-NG-T	NAS	42791
K-NG-K	NAS	42792
K-NG-B	NAS	42793
K-NG-D	NAS	42794
K-NG-G	NAS	42795
K-NG-CH	NAS	42796
K-NG-JH	NAS	42797
K-NG-F	NAS	42798
K-NG-S	NAS	42799
K-NG-TH	NAS	42800
K-NG-SH	NAS	42801
K-NG-HH	NAS	42802
K-NG-V	NAS	42803
K-NG-Z	NAS	42804
K-NG-DH	NAS	42805
K-NG-ZH	NAS	42806
K-NG-M	NAS	42807
K-NG-N	NAS	42808
K-NG-NG	NAS	42809
K-NG-L	NAS	42810
K-NG-R	NAS	42811
K-NG-Y	NAS	42812
K-NG-W	NAS	42813
K-NG-IY	NAS	42814
K-NG-IH	NAS	42815
K-NG-UW	NAS	42816
K-NG-UH	NAS	42817
K-NG-EH	NAS	42818
K-NG-ER	NAS	42819
K-NG-AO	NAS	42820
K-NG-AE	NAS	42821
K-NG-AH	NAS	42822
K-NG-AA	NAS	42823
K-NG-EY	NAS	42824
K-NG-OW	NAS	42825
K-NG-OY	NAS	42826
K-NG-AY	NAS	42827
K-NG-AW	NAS	42828
B-NG-sta	NAS	42829
B-NG-stp	NAS	42830
B-NG-sil	NAS	42831
B-NG-spn	NAS	42832
B-NG-P	NAS	42833
B-NG-T	NAS	42834
B-NG-K	NAS	42835
B-NG-B	NAS	42836
B-NG-D	NAS	42837
B-NG-G	NAS	42838
B-NG-CH	NAS	42839
B-NG-JH	NAS	42840
B-NG-F	NAS	42841
B-NG-S	NAS	42842
B-NG-TH	NAS	42843
B-NG-SH	NAS	42844
B-NG-HH	NAS	42845
B-NG-V	NAS	42846
B-NG-Z	NAS	42847
B-NG-DH	NAS	42848
B-NG-ZH	NAS	42849
B-NG-M	NAS	42850
B-NG-N	NAS	42851
B-NG-NG	NAS	42852
B-NG-L	NAS	42853
B-NG-R	NAS	42854
B-NG-Y	NAS	42855
B-NG-W	NAS	42856
B-NG-IY	NAS	42857
B-NG-IH	NAS	42858
B-NG-UW	NAS	42859
B-NG-UH	NAS	42860
B-NG-EH	NAS	42861
B-NG-ER	NAS	42862
B-NG-AO	NAS	42863
B-NG-AE	NAS	42864
B-NG-AH	NAS	42865
B-NG-AA	NAS	42866
B-NG-EY	NAS	42867
B-NG-OW	NAS	42868
B-NG-OY	NAS	42869
B-NG-AY	NAS	42870
B-NG-AW	NAS	42871
D-NG-sta	NAS	42872
D-NG-stp	NAS	42873
D-NG-sil	NAS	42874
D-NG-spn	NAS	42875
D-NG-P	NAS	42876
D-NG-T	NAS	42877
D-NG-K	NAS	42878
D-NG-B	NAS	42879
D-NG-D	NAS	42880
D-NG-G	NAS	42881
D-NG-CH	NAS	42882
D-NG-JH	NAS	42883
D-NG-F	NAS	42884
D-NG-S	NAS	42885
D-NG-TH	NAS	42886
D-NG-SH	NAS	42887
D-NG-HH	NAS	42888
D-NG-V	NAS	42889
D-NG-Z	NAS	42890
D-NG-DH	NAS	42891
D-NG-ZH	NAS	42892
D-NG-M	NAS	42893
D-NG-N	NAS	42894
D-NG-NG	NAS	42895
D-NG-L	NAS	42896
D-NG-R	NAS	42897
D-NG-Y	NAS	42898
D-NG-W	NAS	42899
D-NG-IY	NAS	42900
D-NG-IH	NAS	42901
D-NG-UW	NAS	42902
D-NG-UH	NAS	42903
D-NG-EH	NAS	42904
D-NG-ER	NAS	42905
D-NG-AO	NAS	42906
D-NG-AE	NAS	42907
D-NG-AH	NAS	42908
D-NG-AA	NAS	42909
D-NG-EY	NAS	42910
D-NG-OW	NAS	42911
D-NG-OY	NAS	42912
D-NG-AY	NAS	42913
D-NG-AW	NAS	42914
G-NG-sta	NAS	42915
G-NG-stp	NAS	42916
G-NG-sil	NAS	42917
G-NG-spn	NAS	42918
G-NG-P	NAS	42919
G-NG-T	NAS	42920
G-NG-K	NAS	42921
G-NG-B	NAS	42922
G-NG-D	NAS	42923
G-NG-G	NAS	42924
G-NG-CH	NAS	42925
G-NG-JH	NAS	42926
G-NG-F	NAS	42927
G-NG-S	NAS	42928
G-NG-TH	NAS	42929
G-NG-SH	NAS	42930
G-NG-HH	NAS	42931
G-NG-V	NAS	42932
G-NG-Z	NAS	42933
G-NG-DH	NAS	42934
G-NG-ZH	NAS	42935
G-NG-M	NAS	42936
G-NG-N	NAS	42937
G-NG-NG	NAS	42938
G-NG-L	NAS	42939
G-NG-R	NAS	42940
G-NG-Y	NAS	42941
G-NG-W	NAS	42942
G-NG-IY	NAS	42943
G-NG-IH	NAS	42944
G-NG-UW	NAS	42945
G-NG-UH	NAS	42946
G-NG-EH	NAS	42947
G-NG-ER	NAS	42948
G-NG-AO	NAS	42949
G-NG-AE	NAS	42950
G-NG-AH	NAS	42951
G-NG-AA	NAS	42952
G-NG-EY	NAS	42953
G-NG-OW	NAS	42954
G-NG-OY	NAS	42955
G-NG-AY	NAS	42956
G-NG-AW	NAS	42957
CH-NG-sta	NAS	42958
CH-NG-stp	NAS	42959
CH-NG-sil	NAS	42960
CH-NG-spn	NAS	42961
CH-NG-P	NAS	42962
CH-NG-T	NAS	42963
CH-NG-K	NAS	42964
CH-NG-B	NAS	42965
CH-NG-D	NAS	42966
CH-NG-G	NAS	42967
CH-NG-CH	NAS	42968
CH-NG-JH	NAS	42969
CH-NG-F	NAS	42970
CH-NG-S	NAS	42971
CH-NG-TH	NAS	42972
CH-NG-SH	NAS	42973
CH-NG-HH	NAS	42974
CH-NG-V	NAS	42975
CH-NG-Z	NAS	42976
CH-NG-DH	NAS	42977
CH-NG-ZH	NAS	42978
CH-NG-M	NAS	42979
CH-NG-N	NAS	42980
CH-NG-NG	NAS	42981
CH-NG-L	NAS	42982
CH-NG-R	NAS	42983
CH-NG-Y	NAS	42984
CH-NG-W	NAS	42985
CH-NG-IY	NAS	42986
CH-NG-IH	NAS	42987
CH-NG-UW	NAS	42988
CH-NG-UH	NAS	42989
CH-NG-EH	NAS	42990
CH-NG-ER	NAS	42991
CH-NG-AO	NAS	42992
CH-NG-AE	NAS	42993
CH-NG-AH	NAS	42994
CH-NG-AA	NAS	42995
CH-NG-EY	NAS	42996
CH-NG-OW	NAS	42997
CH-NG-OY	NAS	42998
CH-NG-AY	NAS	42999
CH-NG-AW	NAS	43000
JH-NG-sta	NAS	43001
JH-NG-stp	NAS	43002
JH-NG-sil	NAS	43003
JH-NG-spn	NAS	43004
JH-NG-P	NAS	43005
JH-NG-T	NAS	43006
JH-NG-K	NAS	43007
JH-NG-B	NAS	43008
JH-NG-D	NAS	43009
JH-NG-G	NAS	43010
JH-NG-CH	NAS	43011
JH-NG-JH	NAS	43012
JH-NG-F	NAS	43013
JH-NG-S	NAS	43014
JH-NG-TH	NAS	43015
JH-NG-SH	NAS	43016
JH-NG-HH	NAS	43017
JH-NG-V	NAS	43018
JH-NG-Z	NAS	43019
JH-NG-DH	NAS	43020
JH-NG-ZH	NAS	43021
JH-NG-M	NAS	43022
JH-NG-N	NAS	43023
JH-NG-NG	NAS	43024
JH-NG-L	NAS	43025
JH-NG-R	NAS	43026
JH-NG-Y	NAS	43027
JH-NG-W	NAS	43028
JH-NG-IY	NAS	43029
JH-NG-IH	NAS	43030
JH-NG-UW	NAS	43031
JH-NG-UH	NAS	43032
JH-NG-EH	NAS	43033
JH-NG-ER	NAS	43034
JH-NG-AO	NAS	43035
JH-NG-AE	NAS	43036
JH-NG-AH	NAS	43037
JH-NG-AA	NAS	43038
JH-NG-EY	NAS	43039
JH-NG-OW	NAS	43040
JH-NG-OY	NAS	43041
JH-NG-AY	NAS	43042
JH-NG-AW	NAS	43043
F-NG-sta	NAS	43044
F-NG-stp	NAS	43045
F-NG-sil	NAS	43046
F-NG-spn	NAS	43047
F-NG-P	NAS	43048
F-NG-T	NAS	43049
F-NG-K	NAS	43050
F-NG-B	NAS	43051
F-NG-D	NAS	43052
F-NG-G	NAS	43053
F-NG-CH	NAS	43054
F-NG-JH	NAS	43055
F-NG-F	NAS	43056
F-NG-S	NAS	43057
F-NG-TH	NAS	43058
F-NG-SH	NAS	43059
F-NG-HH	NAS	43060
F-NG-V	NAS	43061
F-NG-Z	NAS	43062
F-NG-DH	NAS	43063
F-NG-ZH	NAS	43064
F-NG-M	NAS	43065
F-NG-N	NAS	43066
F-NG-NG	NAS	43067
F-NG-L	NAS	43068
F-NG-R	NAS	43069
F-NG-Y	NAS	43070
F-NG-W	NAS	43071
F-NG-IY	NAS	43072
F-NG-IH	NAS	43073
F-NG-UW	NAS	43074
F-NG-UH	NAS	43075
F-NG-EH	NAS	43076
F-NG-ER	NAS	43077
F-NG-AO	NAS	43078
F-NG-AE	NAS	43079
F-NG-AH	NAS	43080
F-NG-AA	NAS	43081
F-NG-EY	NAS	43082
F-NG-OW	NAS	43083
F-NG-OY	NAS	43084
F-NG-AY	NAS	43085
F-NG-AW	NAS	43086
S-NG-sta	NAS	43087
S-NG-stp	NAS	43088
S-NG-sil	NAS	43089
S-NG-spn	NAS	43090
S-NG-P	NAS	43091
S-NG-T	NAS	43092
S-NG-K	NAS	43093
S-NG-B	NAS	43094
S-NG-D	NAS	43095
S-NG-G	NAS	43096
S-NG-CH	NAS	43097
S-NG-JH	NAS	43098
S-NG-F	NAS	43099
S-NG-S	NAS	43100
S-NG-TH	NAS	43101
S-NG-SH	NAS	43102
S-NG-HH	NAS	43103
S-NG-V	NAS	43104
S-NG-Z	NAS	43105
S-NG-DH	NAS	43106
S-NG-ZH	NAS	43107
S-NG-M	NAS	43108
S-NG-N	NAS	43109
S-NG-NG	NAS	43110
S-NG-L	NAS	43111
S-NG-R	NAS	43112
S-NG-Y	NAS	43113
S-NG-W	NAS	43114
S-NG-IY	NAS	43115
S-NG-IH	NAS	43116
S-NG-UW	NAS	43117
S-NG-UH	NAS	43118
S-NG-EH	NAS	43119
S-NG-ER	NAS	43120
S-NG-AO	NAS	43121
S-NG-AE	NAS	43122
S-NG-AH	NAS	43123
S-NG-AA	NAS	43124
S-NG-EY	NAS	43125
S-NG-OW	NAS	43126
S-NG-OY	NAS	43127
S-NG-AY	NAS	43128
S-NG-AW	NAS	43129
TH-NG-sta	NAS	43130
TH-NG-stp	NAS	43131
TH-NG-sil	NAS	43132
TH-NG-spn	NAS	43133
TH-NG-P	NAS	43134
TH-NG-T	NAS	43135
TH-NG-K	NAS	43136
TH-NG-B	NAS	43137
TH-NG-D	NAS	43138
TH-NG-G	NAS	43139
TH-NG-CH	NAS	43140
TH-NG-JH	NAS	43141
TH-NG-F	NAS	43142
TH-NG-S	NAS	43143
TH-NG-TH	NAS	43144
TH-NG-SH	NAS	43145
TH-NG-HH	NAS	43146
TH-NG-V	NAS	43147
TH-NG-Z	NAS	43148
TH-NG-DH	NAS	43149
TH-NG-ZH	NAS	43150
TH-NG-M	NAS	43151
TH-NG-N	NAS	43152
TH-NG-NG	NAS	43153
TH-NG-L	NAS	43154
TH-NG-R	NAS	43155
TH-NG-Y	NAS	43156
TH-NG-W	NAS	43157
TH-NG-IY	NAS	43158
TH-NG-IH	NAS	43159
TH-NG-UW	NAS	43160
TH-NG-UH	NAS	43161
TH-NG-EH	NAS	43162
TH-NG-ER	NAS	43163
TH-NG-AO	NAS	43164
TH-NG-AE	NAS	43165
TH-NG-AH	NAS	43166
TH-NG-AA	NAS	43167
TH-NG-EY	NAS	43168
TH-NG-OW	NAS	43169
TH-NG-OY	NAS	43170
TH-NG-AY	NAS	43171
TH-NG-AW	NAS	43172
SH-NG-sta	NAS	43173
SH-NG-stp	NAS	43174
SH-NG-sil	NAS	43175
SH-NG-spn	NAS	43176
SH-NG-P	NAS	43177
SH-NG-T	NAS	43178
SH-NG-K	NAS	43179
SH-NG-B	NAS	43180
SH-NG-D	NAS	43181
SH-NG-G	NAS	43182
SH-NG-CH	NAS	43183
SH-NG-JH	NAS	43184
SH-NG-F	NAS	43185
SH-NG-S	NAS	43186
SH-NG-TH	NAS	43187
SH-NG-SH	NAS	43188
SH-NG-HH	NAS	43189
SH-NG-V	NAS	43190
SH-NG-Z	NAS	43191
SH-NG-DH	NAS	43192
SH-NG-ZH	NAS	43193
SH-NG-M	NAS	43194
SH-NG-N	NAS	43195
SH-NG-NG	NAS	43196
SH-NG-L	NAS	43197
SH-NG-R	NAS	43198
SH-NG-Y	NAS	43199
SH-NG-W	NAS	43200
SH-NG-IY	NAS	43201
SH-NG-IH	NAS	43202
SH-NG-UW	NAS	43203
SH-NG-UH	NAS	43204
SH-NG-EH	NAS	43205
SH-NG-ER	NAS	43206
SH-NG-AO	NAS	43207
SH-NG-AE	NAS	43208
SH-NG-AH	NAS	43209
SH-NG-AA	NAS	43210
SH-NG-EY	NAS	43211
SH-NG-OW	NAS	43212
SH-NG-OY	NAS	43213
SH-NG-AY	NAS	43214
SH-NG-AW	NAS	43215
HH-NG-sta	NAS	43216
HH-NG-stp	NAS	43217
HH-NG-sil	NAS	43218
HH-NG-spn	NAS	43219
HH-NG-P	NAS	43220
HH-NG-T	NAS	43221
HH-NG-K	NAS	43222
HH-NG-B	NAS	43223
HH-NG-D	NAS	43224
HH-NG-G	NAS	43225
HH-NG-CH	NAS	43226
HH-NG-JH	NAS	43227
HH-NG-F	NAS	43228
HH-NG-S	NAS	43229
HH-NG-TH	NAS	43230
HH-NG-SH	NAS	43231
HH-NG-HH	NAS	43232
HH-NG-V	NAS	43233
HH-NG-Z	NAS	43234
HH-NG-DH	NAS	43235
HH-NG-ZH	NAS	43236
HH-NG-M	NAS	43237
HH-NG-N	NAS	43238
HH-NG-NG	NAS	43239
HH-NG-L	NAS	43240
HH-NG-R	NAS	43241
HH-NG-Y	NAS	43242
HH-NG-W	NAS	43243
HH-NG-IY	NAS	43244
HH-NG-IH	NAS	43245
HH-NG-UW	NAS	43246
HH-NG-UH	NAS	43247
HH-NG-EH	NAS	43248
HH-NG-ER	NAS	43249
HH-NG-AO	NAS	43250
HH-NG-AE	NAS	43251
HH-NG-AH	NAS	43252
HH-NG-AA	NAS	43253
HH-NG-EY	NAS	43254
HH-NG-OW	NAS	43255
HH-NG-OY	NAS	43256
HH-NG-AY	NAS	43257
HH-NG-AW	NAS	43258
V-NG-sta	NAS	43259
V-NG-stp	NAS	43260
V-NG-sil	NAS	43261
V-NG-spn	NAS	43262
V-NG-P	NAS	43263
V-NG-T	NAS	43264
V-NG-K	NAS	43265
V-NG-B	NAS	43266
V-NG-D	NAS	43267
V-NG-G	NAS	43268
V-NG-CH	NAS	43269
V-NG-JH	NAS	43270
V-NG-F	NAS	43271
V-NG-S	NAS	43272
V-NG-TH	NAS	43273
V-NG-SH	NAS	43274
V-NG-HH	NAS	43275
V-NG-V	NAS	43276
V-NG-Z	NAS	43277
V-NG-DH	NAS	43278
V-NG-ZH	NAS	43279
V-NG-M	NAS	43280
V-NG-N	NAS	43281
V-NG-NG	NAS	43282
V-NG-L	NAS	43283
V-NG-R	NAS	43284
V-NG-Y	NAS	43285
V-NG-W	NAS	43286
V-NG-IY	NAS	43287
V-NG-IH	NAS	43288
V-NG-UW	NAS	43289
V-NG-UH	NAS	43290
V-NG-EH	NAS	43291
V-NG-ER	NAS	43292
V-NG-AO	NAS	43293
V-NG-AE	NAS	43294
V-NG-AH	NAS	43295
V-NG-AA	NAS	43296
V-NG-EY	NAS	43297
V-NG-OW	NAS	43298
V-NG-OY	NAS	43299
V-NG-AY	NAS	43300
V-NG-AW	NAS	43301
Z-NG-sta	NAS	43302
Z-NG-stp	NAS	43303
Z-NG-sil	NAS	43304
Z-NG-spn	NAS	43305
Z-NG-P	NAS	43306
Z-NG-T	NAS	43307
Z-NG-K	NAS	43308
Z-NG-B	NAS	43309
Z-NG-D	NAS	43310
Z-NG-G	NAS	43311
Z-NG-CH	NAS	43312
Z-NG-JH	NAS	43313
Z-NG-F	NAS	43314
Z-NG-S	NAS	43315
Z-NG-TH	NAS	43316
Z-NG-SH	NAS	43317
Z-NG-HH	NAS	43318
Z-NG-V	NAS	43319
Z-NG-Z	NAS	43320
Z-NG-DH	NAS	43321
Z-NG-ZH	NAS	43322
Z-NG-M	NAS	43323
Z-NG-N	NAS	43324
Z-NG-NG	NAS	43325
Z-NG-L	NAS	43326
Z-NG-R	NAS	43327
Z-NG-Y	NAS	43328
Z-NG-W	NAS	43329
Z-NG-IY	NAS	43330
Z-NG-IH	NAS	43331
Z-NG-UW	NAS	43332
Z-NG-UH	NAS	43333
Z-NG-EH	NAS	43334
Z-NG-ER	NAS	43335
Z-NG-AO	NAS	43336
Z-NG-AE	NAS	43337
Z-NG-AH	NAS	43338
Z-NG-AA	NAS	43339
Z-NG-EY	NAS	43340
Z-NG-OW	NAS	43341
Z-NG-OY	NAS	43342
Z-NG-AY	NAS	43343
Z-NG-AW	NAS	43344
DH-NG-sta	NAS	43345
DH-NG-stp	NAS	43346
DH-NG-sil	NAS	43347
DH-NG-spn	NAS	43348
DH-NG-P	NAS	43349
DH-NG-T	NAS	43350
DH-NG-K	NAS	43351
DH-NG-B	NAS	43352
DH-NG-D	NAS	43353
DH-NG-G	NAS	43354
DH-NG-CH	NAS	43355
DH-NG-JH	NAS	43356
DH-NG-F	NAS	43357
DH-NG-S	NAS	43358
DH-NG-TH	NAS	43359
DH-NG-SH	NAS	43360
DH-NG-HH	NAS	43361
DH-NG-V	NAS	43362
DH-NG-Z	NAS	43363
DH-NG-DH	NAS	43364
DH-NG-ZH	NAS	43365
DH-NG-M	NAS	43366
DH-NG-N	NAS	43367
DH-NG-NG	NAS	43368
DH-NG-L	NAS	43369
DH-NG-R	NAS	43370
DH-NG-Y	NAS	43371
DH-NG-W	NAS	43372
DH-NG-IY	NAS	43373
DH-NG-IH	NAS	43374
DH-NG-UW	NAS	43375
DH-NG-UH	NAS	43376
DH-NG-EH	NAS	43377
DH-NG-ER	NAS	43378
DH-NG-AO	NAS	43379
DH-NG-AE	NAS	43380
DH-NG-AH	NAS	43381
DH-NG-AA	NAS	43382
DH-NG-EY	NAS	43383
DH-NG-OW	NAS	43384
DH-NG-OY	NAS	43385
DH-NG-AY	NAS	43386
DH-NG-AW	NAS	43387
ZH-NG-sta	NAS	43388
ZH-NG-stp	NAS	43389
ZH-NG-sil	NAS	43390
ZH-NG-spn	NAS	43391
ZH-NG-P	NAS	43392
ZH-NG-T	NAS	43393
ZH-NG-K	NAS	43394
ZH-NG-B	NAS	43395
ZH-NG-D	NAS	43396
ZH-NG-G	NAS	43397
ZH-NG-CH	NAS	43398
ZH-NG-JH	NAS	43399
ZH-NG-F	NAS	43400
ZH-NG-S	NAS	43401
ZH-NG-TH	NAS	43402
ZH-NG-SH	NAS	43403
ZH-NG-HH	NAS	43404
ZH-NG-V	NAS	43405
ZH-NG-Z	NAS	43406
ZH-NG-DH	NAS	43407
ZH-NG-ZH	NAS	43408
ZH-NG-M	NAS	43409
ZH-NG-N	NAS	43410
ZH-NG-NG	NAS	43411
ZH-NG-L	NAS	43412
ZH-NG-R	NAS	43413
ZH-NG-Y	NAS	43414
ZH-NG-W	NAS	43415
ZH-NG-IY	NAS	43416
ZH-NG-IH	NAS	43417
ZH-NG-UW	NAS	43418
ZH-NG-UH	NAS	43419
ZH-NG-EH	NAS	43420
ZH-NG-ER	NAS	43421
ZH-NG-AO	NAS	43422
ZH-NG-AE	NAS	43423
ZH-NG-AH	NAS	43424
ZH-NG-AA	NAS	43425
ZH-NG-EY	NAS	43426
ZH-NG-OW	NAS	43427
ZH-NG-OY	NAS	43428
ZH-NG-AY	NAS	43429
ZH-NG-AW	NAS	43430
M-NG-sta	NAS	43431
M-NG-stp	NAS	43432
M-NG-sil	NAS	43433
M-NG-spn	NAS	43434
M-NG-P	NAS	43435
M-NG-T	NAS	43436
M-NG-K	NAS	43437
M-NG-B	NAS	43438
M-NG-D	NAS	43439
M-NG-G	NAS	43440
M-NG-CH	NAS	43441
M-NG-JH	NAS	43442
M-NG-F	NAS	43443
M-NG-S	NAS	43444
M-NG-TH	NAS	43445
M-NG-SH	NAS	43446
M-NG-HH	NAS	43447
M-NG-V	NAS	43448
M-NG-Z	NAS	43449
M-NG-DH	NAS	43450
M-NG-ZH	NAS	43451
M-NG-M	NAS	43452
M-NG-N	NAS	43453
M-NG-NG	NAS	43454
M-NG-L	NAS	43455
M-NG-R	NAS	43456
M-NG-Y	NAS	43457
M-NG-W	NAS	43458
M-NG-IY	NAS	43459
M-NG-IH	NAS	43460
M-NG-UW	NAS	43461
M-NG-UH	NAS	43462
M-NG-EH	NAS	43463
M-NG-ER	NAS	43464
M-NG-AO	NAS	43465
M-NG-AE	NAS	43466
M-NG-AH	NAS	43467
M-NG-AA	NAS	43468
M-NG-EY	NAS	43469
M-NG-OW	NAS	43470
M-NG-OY	NAS	43471
M-NG-AY	NAS	43472
M-NG-AW	NAS	43473
N-NG-sta	NAS	43474
N-NG-stp	NAS	43475
N-NG-sil	NAS	43476
N-NG-spn	NAS	43477
N-NG-P	NAS	43478
N-NG-T	NAS	43479
N-NG-K	NAS	43480
N-NG-B	NAS	43481
N-NG-D	NAS	43482
N-NG-G	NAS	43483
N-NG-CH	NAS	43484
N-NG-JH	NAS	43485
N-NG-F	NAS	43486
N-NG-S	NAS	43487
N-NG-TH	NAS	43488
N-NG-SH	NAS	43489
N-NG-HH	NAS	43490
N-NG-V	NAS	43491
N-NG-Z	NAS	43492
N-NG-DH	NAS	43493
N-NG-ZH	NAS	43494
N-NG-M	NAS	43495
N-NG-N	NAS	43496
N-NG-NG	NAS	43497
N-NG-L	NAS	43498
N-NG-R	NAS	43499
N-NG-Y	NAS	43500
N-NG-W	NAS	43501
N-NG-IY	NAS	43502
N-NG-IH	NAS	43503
N-NG-UW	NAS	43504
N-NG-UH	NAS	43505
N-NG-EH	NAS	43506
N-NG-ER	NAS	43507
N-NG-AO	NAS	43508
N-NG-AE	NAS	43509
N-NG-AH	NAS	43510
N-NG-AA	NAS	43511
N-NG-EY	NAS	43512
N-NG-OW	NAS	43513
N-NG-OY	NAS	43514
N-NG-AY	NAS	43515
N-NG-AW	NAS	43516
NG-NG-sta	NAS	43517
NG-NG-stp	NAS	43518
NG-NG-sil	NAS	43519
NG-NG-spn	NAS	43520
NG-NG-P	NAS	43521
NG-NG-T	NAS	43522
NG-NG-K	NAS	43523
NG-NG-B	NAS	43524
NG-NG-D	NAS	43525
NG-NG-G	NAS	43526
NG-NG-CH	NAS	43527
NG-NG-JH	NAS	43528
NG-NG-F	NAS	43529
NG-NG-S	NAS	43530
NG-NG-TH	NAS	43531
NG-NG-SH	NAS	43532
NG-NG-HH	NAS	43533
NG-NG-V	NAS	43534
NG-NG-Z	NAS	43535
NG-NG-DH	NAS	43536
NG-NG-ZH	NAS	43537
NG-NG-M	NAS	43538
NG-NG-N	NAS	43539
NG-NG-NG	NAS	43540
NG-NG-L	NAS	43541
NG-NG-R	NAS	43542
NG-NG-Y	NAS	43543
NG-NG-W	NAS	43544
NG-NG-IY	NAS	43545
NG-NG-IH	NAS	43546
NG-NG-UW	NAS	43547
NG-NG-UH	NAS	43548
NG-NG-EH	NAS	43549
NG-NG-ER	NAS	43550
NG-NG-AO	NAS	43551
NG-NG-AE	NAS	43552
NG-NG-AH	NAS	43553
NG-NG-AA	NAS	43554
NG-NG-EY	NAS	43555
NG-NG-OW	NAS	43556
NG-NG-OY	NAS	43557
NG-NG-AY	NAS	43558
NG-NG-AW	NAS	43559
L-NG-sta	NAS	43560
L-NG-stp	NAS	43561
L-NG-sil	NAS	43562
L-NG-spn	NAS	43563
L-NG-P	NAS	43564
L-NG-T	NAS	43565
L-NG-K	NAS	43566
L-NG-B	NAS	43567
L-NG-D	NAS	43568
L-NG-G	NAS	43569
L-NG-CH	NAS	43570
L-NG-JH	NAS	43571
L-NG-F	NAS	43572
L-NG-S	NAS	43573
L-NG-TH	NAS	43574
L-NG-SH	NAS	43575
L-NG-HH	NAS	43576
L-NG-V	NAS	43577
L-NG-Z	NAS	43578
L-NG-DH	NAS	43579
L-NG-ZH	NAS	43580
L-NG-M	NAS	43581
L-NG-N	NAS	43582
L-NG-NG	NAS	43583
L-NG-L	NAS	43584
L-NG-R	NAS	43585
L-NG-Y	NAS	43586
L-NG-W	NAS	43587
L-NG-IY	NAS	43588
L-NG-IH	NAS	43589
L-NG-UW	NAS	43590
L-NG-UH	NAS	43591
L-NG-EH	NAS	43592
L-NG-ER	NAS	43593
L-NG-AO	NAS	43594
L-NG-AE	NAS	43595
L-NG-AH	NAS	43596
L-NG-AA	NAS	43597
L-NG-EY	NAS	43598
L-NG-OW	NAS	43599
L-NG-OY	NAS	43600
L-NG-AY	NAS	43601
L-NG-AW	NAS	43602
R-NG-sta	NAS	43603
R-NG-stp	NAS	43604
R-NG-sil	NAS	43605
R-NG-spn	NAS	43606
R-NG-P	NAS	43607
R-NG-T	NAS	43608
R-NG-K	NAS	43609
R-NG-B	NAS	43610
R-NG-D	NAS	43611
R-NG-G	NAS	43612
R-NG-CH	NAS	43613
R-NG-JH	NAS	43614
R-NG-F	NAS	43615
R-NG-S	NAS	43616
R-NG-TH	NAS	43617
R-NG-SH	NAS	43618
R-NG-HH	NAS	43619
R-NG-V	NAS	43620
R-NG-Z	NAS	43621
R-NG-DH	NAS	43622
R-NG-ZH	NAS	43623
R-NG-M	NAS	43624
R-NG-N	NAS	43625
R-NG-NG	NAS	43626
R-NG-L	NAS	43627
R-NG-R	NAS	43628
R-NG-Y	NAS	43629
R-NG-W	NAS	43630
R-NG-IY	NAS	43631
R-NG-IH	NAS	43632
R-NG-UW	NAS	43633
R-NG-UH	NAS	43634
R-NG-EH	NAS	43635
R-NG-ER	NAS	43636
R-NG-AO	NAS	43637
R-NG-AE	NAS	43638
R-NG-AH	NAS	43639
R-NG-AA	NAS	43640
R-NG-EY	NAS	43641
R-NG-OW	NAS	43642
R-NG-OY	NAS	43643
R-NG-AY	NAS	43644
R-NG-AW	NAS	43645
Y-NG-sta	NAS	43646
Y-NG-stp	NAS	43647
Y-NG-sil	NAS	43648
Y-NG-spn	NAS	43649
Y-NG-P	NAS	43650
Y-NG-T	NAS	43651
Y-NG-K	NAS	43652
Y-NG-B	NAS	43653
Y-NG-D	NAS	43654
Y-NG-G	NAS	43655
Y-NG-CH	NAS	43656
Y-NG-JH	NAS	43657
Y-NG-F	NAS	43658
Y-NG-S	NAS	43659
Y-NG-TH	NAS	43660
Y-NG-SH	NAS	43661
Y-NG-HH	NAS	43662
Y-NG-V	NAS	43663
Y-NG-Z	NAS	43664
Y-NG-DH	NAS	43665
Y-NG-ZH	NAS	43666
Y-NG-M	NAS	43667
Y-NG-N	NAS	43668
Y-NG-NG	NAS	43669
Y-NG-L	NAS	43670
Y-NG-R	NAS	43671
Y-NG-Y	NAS	43672
Y-NG-W	NAS	43673
